State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Guava,Guava,Medium,16/09/2025,1500,1900,1700
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Pineapple,Other,Medium,16/09/2025,4800,5200,5000
Rajasthan,Ganganagar,"Sriganganagar (F&V)","Sponge gourd","Sponge gourd",FAQ,16/09/2025,1600,2000,1800
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Tinda,Other,FAQ,16/09/2025,1600,2000,1800
Telangana,Karimnagar,Huzzurabad,Paddy(Dhan)(Common),1001,FAQ,16/09/2025,2300,2300,2300
Tripura,"North Tripura",Dasda,"Kartali (Kantola)","Kartali (Kantola)",FAQ,16/09/2025,4000,4500,4250
"Uttar Pradesh",Badaun,Babrala,Wood,Eucalyptus,FAQ,16/09/2025,580,600,590
"Uttar Pradesh",Bareilly,Anwala,Colacasia,Colacasia,FAQ,16/09/2025,1200,1500,1400
"Uttar Pradesh",Bulandshahar,Gulavati,Brinjal,Other,FAQ,16/09/2025,700,900,800
"Uttar Pradesh",Bulandshahar,Gulavati,Colacasia,Other,FAQ,16/09/2025,1200,1400,1300
"Uttar Pradesh",Bulandshahar,Gulavati,Onion,Red,FAQ,16/09/2025,1500,1700,1600
"Uttar Pradesh",Bulandshahar,Gulavati,Pumpkin,Other,FAQ,16/09/2025,750,850,800
"Uttar Pradesh",Ghazipur,Jamanian,"Green Chilli","Green Chilly",FAQ,16/09/2025,2000,2100,2050
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Brinjal,Other,FAQ,16/09/2025,2100,2160,2130
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Garlic,Garlic,FAQ,16/09/2025,4100,4150,4130
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Gur(Jaggery),Pathari,FAQ,16/09/2025,3600,3700,3650
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Pumpkin,Pumpkin,FAQ,16/09/2025,1900,1970,1939
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Wheat,Dara,FAQ,16/09/2025,2500,2590,2550
"Uttar Pradesh",Maharajganj,Nautnava,Apple,Delicious,Medium,16/09/2025,7300,7500,7400
"Uttar Pradesh",Maharajganj,Nautnava,Garlic,Average,FAQ,16/09/2025,2800,3060,2950
"Uttar Pradesh",Maharajganj,Nautnava,Rice,III,FAQ,16/09/2025,2900,3150,3000
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,Cucumbar(Kheera),Cucumbar,FAQ,16/09/2025,1000,1200,1100
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,16/09/2025,1200,1400,1300
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,Tomato,Hybrid,FAQ,16/09/2025,1900,2100,2000
"Uttar Pradesh",Shamli,Kairana,"Green Chilli","Green Chilly",FAQ,16/09/2025,2100,2200,2150
"West Bengal",Jhargram,Jhargram,"Mustard Oil","Mustard Oil",FAQ,16/09/2025,15800,17000,16200
"West Bengal",Jhargram,Jhargram,Rice,Fine,FAQ,16/09/2025,4200,4600,4400
"West Bengal",Medinipur(W),Ghatal,Brinjal,Brinjal,FAQ,16/09/2025,5400,5600,5500
